CustomerID;TotalQuantity;TotalRevenue;OrderCount;CategoryCount;AvgCheck;RecencyDays
27508;1;2071.4196;1;1;2071.42;107
15784;1;2049.0982;2;2;1024.55;107
16169;1;2049.0982;2;2;1024.55;107
17897;1;1000.4375;2;2;500.22;107
25243;1;1000.4375;2;2;500.22;107
19922;1;782.99;2;2;391.5;108
15980;1;782.99;2;1;391.5;108
17885;1;1000.4375;2;1;500.22;108
17950;1;1000.4375;2;2;500.22;108
16533;1;2181.5625;2;3;1090.78;109
24592;1;2181.5625;2;2;1090.78;109
18027;1;2181.5625;2;2;1090.78;109
15984;1;782.99;2;2;391.5;109
21517;1;782.99;2;2;391.5;109
21037;1;782.99;3;3;261;109
27531;1;2071.4196;1;1;2071.42;109
15799;1;2071.4196;2;2;1035.71;109
15732;1;2071.4196;2;2;1035.71;109
25242;1;1000.4375;2;1;500.22;109
24504;1;2443.35;2;1;1221.68;109
16547;1;2443.35;2;2;1221.68;109
17947;1;2181.5625;2;2;1090.78;110
27492;1;782.99;2;2;391.5;110
21035;1;782.99;2;2;391.5;110
27484;1;782.99;2;1;391.5;110
13254;1;2049.0982;3;3;683.03;110
13554;1;2071.4196;3;2;690.47;110
27576;1;2071.4196;1;1;2071.42;110
12867;1;2071.4196;2;1;1035.71;110
25231;1;1000.4375;2;2;500.22;110
17894;1;1000.4375;2;2;500.22;110
24481;1;2443.35;2;2;1221.68;110
13948;1;2181.5625;2;3;1090.78;111
24590;1;2181.5625;2;2;1090.78;111
15983;1;782.99;2;2;391.5;111
27555;1;2049.0982;1;1;2049.1;111
27569;1;2071.4196;2;2;1035.71;111
15833;1;2071.4196;2;1;1035.71;111
25235;1;1000.4375;2;2;500.22;111
24586;1;2443.35;2;1;1221.68;111
24506;1;2443.35;2;1;1221.68;111
16596;1;2181.5625;2;2;1090.78;112
15976;1;782.99;2;2;391.5;112
27543;1;2049.0982;2;2;1024.55;112
15753;1;2049.0982;2;2;1024.55;112
16160;1;2049.0982;2;2;1024.55;112
27572;1;2071.4196;2;2;1035.71;112
16028;1;2071.4196;2;2;1035.71;112
19916;1;1000.4375;2;3;500.22;112
19048;1;2443.35;2;2;1221.68;112
18045;1;2181.5625;2;2;1090.78;113
24467;1;2181.5625;2;2;1090.78;113
27473;1;782.99;2;3;391.5;113
15733;1;2049.0982;2;3;1024.55;113
12829;1;2049.0982;2;2;1024.55;113
12827;1;2071.4196;2;2;1035.71;113
12863;1;2071.4196;2;2;1035.71;113
15752;1;2071.4196;2;2;1035.71;113
24480;1;2443.35;2;2;1221.68;113
24597;1;2181.5625;2;3;1090.78;114
24463;1;2181.5625;2;2;1090.78;114
15964;1;782.99;2;2;391.5;114
15991;1;782.99;2;2;391.5;114
13411;1;2071.4196;3;3;690.47;114
27534;1;2071.4196;1;1;2071.42;114
27552;1;2071.4196;1;1;2071.42;114
27504;1;2071.4196;1;1;2071.42;114
16027;1;2071.4196;2;2;1035.71;114
15764;1;2071.4196;2;2;1035.71;114
27541;1;2071.4196;2;2;1035.71;114
14473;1;1000.4375;2;3;500.22;114
25225;1;1000.4375;2;2;500.22;114
27558;1;2049.0982;1;1;2049.1;115
27551;1;2049.0982;1;1;2049.1;115
16158;1;2049.0982;2;1;1024.55;115
16163;1;2071.4196;2;2;1035.71;115
27542;1;2071.4196;2;3;1035.71;115
24502;1;2443.35;2;3;1221.68;115
13947;1;2181.5625;2;3;1090.78;116
16436;1;2181.5625;2;2;1090.78;116
15953;1;782.99;2;2;391.5;116
15986;1;782.99;2;3;391.5;116
19032;1;2181.5625;3;3;727.19;116
27535;1;2049.0982;1;1;2049.1;116
16155;1;2049.0982;2;3;1024.55;116
16026;1;2049.0982;2;2;1024.55;116
12852;1;2049.0982;2;2;1024.55;116
27573;1;2071.4196;2;2;1035.71;116
27537;1;2071.4196;2;2;1035.71;116
19918;1;1000.4375;2;2;500.22;116
24596;1;2443.35;2;2;1221.68;116
24474;1;2181.5625;2;1;1090.78;117
16476;1;2181.5625;2;3;1090.78;117
21540;1;782.99;2;2;391.5;117
15961;1;782.99;2;2;391.5;117
13551;1;2049.0982;3;2;683.03;117
27613;1;782.99;1;1;782.99;117
15754;1;2071.4196;2;2;1035.71;117
27570;1;2071.4196;2;2;1035.71;117
19917;1;1000.4375;2;3;500.22;117
14477;1;1000.4375;2;2;500.22;117
24598;1;2443.35;2;2;1221.68;117
24601;1;2181.5625;2;1;1090.78;118
17989;1;2181.5625;2;2;1090.78;118
27499;1;782.99;2;2;391.5;118
18019;1;2181.5625;3;2;727.19;118
27547;1;2071.4196;1;1;2071.42;118
16031;1;2049.0982;2;1;1024.55;118
15808;1;2049.0982;2;2;1024.55;118
21658;1;2071.4196;2;3;1035.71;118
16025;1;2071.4196;2;3;1035.71;118
17944;1;1000.4375;2;2;500.22;118
27498;1;782.99;2;2;391.5;119
27483;1;782.99;2;3;391.5;119
27493;1;782.99;2;3;391.5;119
14484;1;1000.4375;2;2;500.22;119
17980;1;2443.35;2;2;1221.68;119
24466;1;2181.5625;2;2;1090.78;120
15989;1;782.99;2;2;391.5;120
21016;1;782.99;2;2;391.5;120
15789;1;2049.0982;2;2;1024.55;120
11590;1;2049.0982;2;2;1024.55;120
14494;1;1000.4375;2;1;500.22;120
17900;1;1000.4375;2;2;500.22;120
14471;1;1000.4375;2;2;500.22;120
21509;1;782.99;2;2;391.5;121
27490;1;782.99;2;2;391.5;121
27489;1;782.99;2;2;391.5;121
15969;1;782.99;2;2;391.5;121
15972;1;782.99;2;3;391.5;121
27488;1;782.99;2;1;391.5;121
13553;1;2071.4196;3;2;690.47;121
27575;1;2071.4196;1;1;2071.42;121
14457;1;1000.4375;2;3;500.22;121
19945;1;782.99;2;2;391.5;122
21508;1;782.99;2;2;391.5;122
27553;1;2049.0982;1;1;2049.1;122
11588;1;2049.0982;2;1;1024.55;122
13561;1;2049.0982;2;2;1024.55;122
15800;1;2049.0982;2;2;1024.55;122
11587;1;2049.0982;2;2;1024.55;122
15797;1;2071.4196;2;2;1035.71;122
15785;1;2071.4196;2;2;1035.71;122
14498;1;1000.4375;2;3;500.22;122
19940;1;1000.4375;2;2;500.22;122
24465;1;2181.5625;2;2;1090.78;123
17963;1;2181.5625;2;2;1090.78;123
16513;1;2181.5625;2;2;1090.78;123
19903;1;782.99;2;3;391.5;123
21669;1;782.99;2;1;391.5;123
27487;1;782.99;2;1;391.5;123
27549;1;2071.4196;1;1;2071.42;123
16176;1;2049.0982;2;2;1024.55;123
14486;1;1000.4375;2;2;500.22;123
19321;1;1000.4375;2;2;500.22;123
24476;1;2443.35;2;1;1221.68;123
24468;1;2443.35;2;1;1221.68;123
24484;1;2443.35;2;1;1221.68;123
13977;1;2443.35;2;2;1221.68;123
30099;2;1295.988;1;1;1295.99;123
29900;2;758.9395;2;2;379.47;123
29573;6;6221.0526;3;2;2073.68;123
30106;243;101203.5836;8;4;12650.45;123
29562;884;585516.4328;8;4;73189.55;123
29581;141;94308.0142;9;3;10478.67;123
29536;13;973.6662;3;2;324.56;123
29788;10;5362.5698;7;2;766.08;123
29498;7;3626.7545;8;2;453.34;123
29971;11;2578.023;6;4;429.67;123
29484;448;131102.9823;7;4;18729;123
29746;302;182730.2472;8;3;22841.28;123
29600;15;17582.3954;3;2;5860.8;123
29649;503;261429.7731;8;4;32678.72;123
30083;468;200013.366;4;4;50003.34;123
29793;1322;268209.286;4;4;67052.32;123
29954;716;179831.3508;4;4;44957.84;123
29976;39;17162.9517;4;3;4290.74;123
29882;23;2254.7753;4;4;563.69;123
29833;13;5751.6151;4;1;1437.9;123
29980;40;1618.393;4;2;404.6;123
29530;26;11035.8233;4;2;2758.96;123
29739;288;114294.4289;4;3;28573.61;123
30003;11;10717.8638;4;2;2679.47;123
29663;105;41816.7177;4;3;10454.18;123
29998;1056;354805.2476;4;4;88701.31;123
30110;14;1625.2755;4;2;406.32;123
20945;1;782.99;2;2;391.5;124
15903;1;782.99;2;2;391.5;124
15888;1;782.99;2;3;391.5;124
27362;1;782.99;2;3;391.5;124
18147;1;2181.5625;3;2;727.19;124
19298;1;1000.4375;3;1;333.48;124
27550;1;782.99;1;1;782.99;124
27275;1;2049.0982;1;1;2049.1;124
15582;1;2049.0982;2;3;1024.55;124
12747;1;2049.0982;2;2;1024.55;124
27427;1;2071.4196;2;2;1035.71;124
27455;1;2071.4196;2;3;1035.71;124
25214;1;1000.4375;2;2;500.22;124
19288;1;1000.4375;2;2;500.22;124
24378;1;2443.35;2;2;1221.68;124
24283;1;2181.5625;2;2;1090.78;125
18620;1;2181.5625;2;2;1090.78;125
27356;1;782.99;2;2;391.5;125
15908;1;782.99;2;3;391.5;125
16426;1;2181.5625;3;3;727.19;125
15218;1;2049.0982;2;2;1024.55;125
15589;1;2071.4196;2;2;1035.71;125
15586;1;2071.4196;2;3;1035.71;125
19511;1;1000.4375;2;3;500.22;125
14420;1;1000.4375;2;1;500.22;125
19289;1;1000.4375;2;2;500.22;125
18627;1;2443.35;2;3;1221.68;125
17902;1;2443.35;2;2;1221.68;125
24303;1;2443.35;2;2;1221.68;125
24307;1;2443.35;2;2;1221.68;125
24281;1;2181.5625;2;1;1090.78;126
19474;1;782.99;2;2;391.5;126
27545;1;782.99;1;1;782.99;126
27536;1;782.99;1;1;782.99;126
27277;1;2071.4196;1;1;2071.42;126
27431;1;2049.0982;1;1;2049.1;126
27296;1;2071.4196;2;2;1035.71;126
27281;1;2071.4196;2;3;1035.71;126
24367;1;2443.35;2;2;1221.68;126
24304;1;2181.5625;2;2;1090.78;127
15941;1;782.99;2;2;391.5;127
27469;1;782.99;2;2;391.5;127
15886;1;782.99;2;2;391.5;127
20979;1;782.99;2;3;391.5;127
26279;1;2181.5625;1;1;2181.56;127
15590;1;2049.0982;2;3;1024.55;127
15596;1;2049.0982;2;3;1024.55;127
15220;1;2049.0982;2;2;1024.55;127
27294;1;2071.4196;2;3;1035.71;127
27450;1;2071.4196;2;3;1035.71;127
24366;1;2443.35;2;1;1221.68;127
17928;1;2181.5625;2;2;1090.78;128
24282;1;2181.5625;2;2;1090.78;128
19458;1;782.99;2;2;391.5;128
20923;1;782.99;3;2;261;128
27271;1;2071.4196;1;1;2071.42;128
27416;1;2049.0982;1;1;2049.1;128
15576;1;2049.0982;2;1;1024.55;128
15719;1;2049.0982;2;3;1024.55;128
21629;1;2049.0982;2;2;1024.55;128
27560;1;782.99;1;1;782.99;129
27262;1;2049.0982;1;1;2049.1;129
27276;1;2049.0982;1;1;2049.1;129
15601;1;2049.0982;2;3;1024.55;129
27274;1;2049.0982;2;2;1024.55;129
27287;1;2071.4196;2;2;1035.71;129
15266;1;2071.4196;2;3;1035.71;129
27452;1;2071.4196;2;3;1035.71;129
17898;1;2443.35;2;2;1221.68;129
24305;1;2181.5625;2;2;1090.78;130
15909;1;782.99;2;2;391.5;130
18126;1;2181.5625;3;2;727.19;130
17834;1;1000.4375;3;3;333.48;130
26582;1;1000.4375;1;1;1000.44;130
15585;1;2049.0982;2;2;1024.55;130
15725;1;2071.4196;2;2;1035.71;130
17945;1;2181.5625;2;2;1090.78;131
24372;1;2181.5625;2;2;1090.78;131
18633;1;2181.5625;2;2;1090.78;131
15890;1;782.99;2;2;391.5;131
15934;1;782.99;2;2;391.5;131
27359;1;782.99;2;2;391.5;131
15899;1;782.99;2;3;391.5;131
20930;1;782.99;3;2;261;131
27286;1;2071.4196;1;1;2071.42;131
27424;1;2049.0982;1;1;2049.1;131
21621;1;2049.0982;2;2;1024.55;131
27439;1;2049.0982;2;2;1024.55;131
15267;1;2049.0982;2;2;1024.55;131
24300;1;2443.35;2;1;1221.68;131
24459;1;2181.5625;2;2;1090.78;132
16430;1;2181.5625;2;2;1090.78;132
21006;1;782.99;2;2;391.5;132
21015;1;782.99;2;2;391.5;132
18168;1;2181.5625;3;2;727.19;132
27448;1;2071.4196;1;1;2071.42;132
15716;1;2049.0982;2;3;1024.55;132
15228;1;2049.0982;2;3;1024.55;132
12861;1;2049.0982;2;2;1024.55;132
12816;1;2049.0982;2;2;1024.55;132
24461;1;2181.5625;2;1;1090.78;133
24381;1;2181.5625;2;3;1090.78;133
27365;1;782.99;2;2;391.5;133
27261;1;2049.0982;1;1;2049.1;133
15722;1;2049.0982;2;3;1024.55;133
21614;1;2049.0982;2;1;1024.55;133
15587;1;2071.4196;2;2;1035.71;133
15597;1;2071.4196;2;1;1035.71;133
25221;1;1000.4375;2;3;500.22;133
19506;1;1000.4375;2;2;500.22;133
14442;1;1000.4375;2;2;500.22;133
24460;1;2181.5625;2;1;1090.78;134
19452;1;782.99;2;2;391.5;134
27341;1;782.99;2;1;391.5;134
18160;1;2181.5625;3;3;727.19;134
27295;1;2049.0982;2;2;1024.55;134
12826;1;2071.4196;2;2;1035.71;134
19912;1;1000.4375;2;3;500.22;134
24462;1;2443.35;2;2;1221.68;134
24377;1;2181.5625;2;2;1090.78;135
17934;1;2181.5625;2;2;1090.78;135
27340;1;782.99;2;2;391.5;135
15914;1;782.99;2;2;391.5;135
18136;1;2181.5625;3;3;727.19;135
17780;1;1000.4375;3;2;333.48;135
27264;1;2071.4196;1;1;2071.42;135
12860;1;2049.0982;2;2;1024.55;135
27279;1;2071.4196;2;2;1035.71;135
14447;1;1000.4375;2;3;500.22;135
15904;1;782.99;2;3;391.5;136
27423;1;2071.4196;1;1;2071.42;136
15215;1;2049.0982;2;3;1024.55;136
12825;1;2049.0982;2;2;1024.55;136
15646;1;2049.0982;2;2;1024.55;136
27418;1;2071.4196;2;2;1035.71;136
24365;1;2181.5625;2;2;1090.78;137
16415;1;2443.35;2;3;1221.68;137
24361;1;2181.5625;2;3;1090.78;138
18625;1;2181.5625;2;2;1090.78;138
27342;1;782.99;2;2;391.5;138
27366;1;782.99;2;1;391.5;138
12874;1;2071.4196;3;2;690.47;138
16425;1;2181.5625;3;2;727.19;138
19286;1;1000.4375;2;2;500.22;138
16432;1;2181.5625;2;2;1090.78;139
27453;1;2049.0982;2;2;1024.55;139
15214;1;2071.4196;2;3;1035.71;139
15425;1;2071.4196;2;1;1035.71;139
14419;1;1000.4375;2;3;500.22;139
14434;1;1000.4375;2;3;500.22;139
14452;1;1000.4375;2;2;500.22;139
18028;1;2181.5625;2;2;1090.78;140
27446;1;2049.0982;2;2;1024.55;140
15717;1;2049.0982;2;2;1024.55;140
15644;1;2071.4196;2;2;1035.71;140
15226;1;2071.4196;2;1;1035.71;140
25213;1;1000.4375;2;2;500.22;140
14448;1;1000.4375;2;2;500.22;140
25218;1;1000.4375;2;2;500.22;140
24362;1;2443.35;2;2;1221.68;140
20980;1;782.99;2;2;391.5;141
15893;1;782.99;2;3;391.5;141
27354;1;782.99;2;1;391.5;141
13252;1;2071.4196;3;2;690.47;141
27269;1;2049.0982;1;1;2049.1;141
27288;1;2049.0982;2;2;1024.55;141
15578;1;2071.4196;2;3;1035.71;141
15262;1;2071.4196;2;1;1035.71;141
25138;1;1000.4375;2;1;500.22;141
19911;1;1000.4375;2;2;500.22;141
17827;1;1000.4375;2;2;500.22;141
14449;1;1000.4375;2;2;500.22;141
21105;1;782.99;2;2;391.5;142
27348;1;782.99;2;3;391.5;142
27346;1;782.99;2;3;391.5;142
27370;1;782.99;2;1;391.5;142
18166;1;2443.35;3;3;814.45;142
15221;1;2071.4196;2;3;1035.71;142
19294;1;1000.4375;2;2;500.22;142
24364;1;2181.5625;2;3;1090.78;143
27355;1;782.99;2;2;391.5;143
27352;1;782.99;2;2;391.5;143
19480;1;782.99;2;2;391.5;143
17779;1;1000.4375;3;3;333.48;143
27272;1;2049.0982;1;1;2049.1;143
15227;1;2049.0982;2;3;1024.55;143
15723;1;2049.0982;2;2;1024.55;143
27280;1;2049.0982;2;2;1024.55;143
15438;1;2071.4196;2;2;1035.71;143
24458;1;2443.35;2;1;1221.68;143
16416;1;2443.35;2;3;1221.68;143
17929;1;2181.5625;2;2;1090.78;144
21104;1;782.99;2;3;391.5;144
26615;1;1000.4375;1;1;1000.44;144
15726;1;2049.0982;2;2;1024.55;144
15219;1;2049.0982;2;2;1024.55;144
15435;1;2071.4196;2;2;1035.71;144
25127;1;1000.4375;2;2;500.22;144
14438;1;1000.4375;2;2;500.22;144
17940;1;2181.5625;2;1;1090.78;145
13912;1;2181.5625;2;3;1090.78;145
21008;1;782.99;2;2;391.5;145
12873;1;2071.4196;3;2;690.47;145
15647;1;2049.0982;2;2;1024.55;145
25133;1;1000.4375;2;2;500.22;145
16433;1;2181.5625;2;2;1090.78;146
15944;1;782.99;2;2;391.5;146
27421;1;2049.0982;1;1;2049.1;146
21642;1;2071.4196;2;2;1035.71;146
14421;1;1000.4375;2;3;500.22;146
14433;1;1000.4375;2;2;500.22;146
25126;1;1000.4375;2;2;500.22;146
24371;1;2443.35;2;3;1221.68;146
15897;1;782.99;2;2;391.5;147
20970;1;782.99;2;2;391.5;147
18177;1;2181.5625;3;3;727.19;147
18135;1;2181.5625;3;2;727.19;147
18141;1;2181.5625;3;3;727.19;147
27268;1;2049.0982;1;1;2049.1;147
15724;1;2049.0982;2;2;1024.55;147
27273;1;2071.4196;2;2;1035.71;147
15223;1;2071.4196;2;1;1035.71;147
14453;1;1000.4375;2;3;500.22;147
19285;1;1000.4375;2;2;500.22;147
25215;1;1000.4375;2;2;500.22;147
24360;1;2443.35;2;2;1221.68;147
24302;1;2181.5625;2;1;1090.78;148
24368;1;2181.5625;2;2;1090.78;148
20914;1;782.99;2;3;391.5;148
18127;1;2181.5625;3;3;727.19;148
18173;1;2443.35;3;3;814.45;148
21622;1;2049.0982;2;3;1024.55;148
15229;1;2049.0982;2;2;1024.55;148
14451;1;1000.4375;2;2;500.22;148
24457;1;2181.5625;2;2;1090.78;149
17942;1;2181.5625;2;2;1090.78;149
15901;1;782.99;2;2;391.5;149
15902;1;782.99;2;2;391.5;149
15918;1;782.99;2;3;391.5;149
13253;1;2071.4196;3;2;690.47;149
27557;1;782.99;1;1;782.99;149
27266;1;2071.4196;1;1;2071.42;149
27258;1;2071.4196;1;1;2071.42;149
12813;1;2049.0982;2;2;1024.55;149
15439;1;2049.0982;2;2;1024.55;149
15645;1;2049.0982;2;2;1024.55;149
15588;1;2049.0982;2;2;1024.55;149
27407;1;2071.4196;2;2;1035.71;149
14439;1;1000.4375;2;2;500.22;149
16431;1;2181.5625;2;3;1090.78;150
27371;1;782.99;2;2;391.5;150
27353;1;782.99;2;2;391.5;150
19473;1;782.99;2;2;391.5;150
20913;1;782.99;2;3;391.5;150
13251;1;2049.0982;3;2;683.03;150
27260;1;2049.0982;1;1;2049.1;150
27440;1;2049.0982;2;2;1024.55;150
15591;1;2049.0982;2;2;1024.55;150
15436;1;2071.4196;2;1;1035.71;150
17831;1;1000.4375;2;2;500.22;150
17830;1;1000.4375;2;2;500.22;150
17787;1;1000.4375;2;2;500.22;150
17941;1;2181.5625;2;2;1090.78;151
21106;1;782.99;2;2;391.5;151
26294;1;2443.35;1;1;2443.35;151
26572;1;1000.4375;1;1;1000.44;151
27263;1;2049.0982;1;1;2049.1;151
27292;1;2049.0982;1;1;2049.1;151
15265;1;2049.0982;2;2;1024.55;151
15642;1;2071.4196;2;1;1035.71;151
15885;1;782.99;2;2;391.5;152
15948;1;782.99;2;2;391.5;152
27339;1;782.99;2;2;391.5;152
19311;1;1000.4375;3;2;333.48;152
27405;1;2071.4196;1;1;2071.42;152
15600;1;2071.4196;2;2;1035.71;152
15643;1;2071.4196;2;2;1035.71;152
15268;1;2071.4196;2;1;1035.71;152
14456;1;1000.4375;2;3;500.22;152
19314;1;1000.4375;2;2;500.22;152
14440;1;1000.4375;2;2;500.22;152
19510;1;1000.4375;2;2;500.22;152
24301;1;2443.35;2;1;1221.68;152
24274;1;2443.35;2;2;1221.68;152
17946;1;2181.5625;2;1;1090.78;153
18026;1;2181.5625;2;2;1090.78;153
15937;1;782.99;2;2;391.5;153
16424;1;2181.5625;3;2;727.19;153
26310;1;2181.5625;1;1;2181.56;153
27289;1;2071.4196;1;1;2071.42;153
27425;1;2049.0982;1;1;2049.1;153
27449;1;2049.0982;2;2;1024.55;153
15575;1;2071.4196;2;2;1035.71;153
15225;1;2071.4196;2;2;1035.71;153
15892;1;782.99;2;3;391.5;154
15915;1;782.99;2;1;391.5;154
21130;1;782.99;2;1;391.5;154
18158;1;2181.5625;3;2;727.19;154
29505;1;149.031;1;1;149.03;154
15595;1;2049.0982;2;1;1024.55;154
27447;1;2071.4196;2;2;1035.71;154
15648;1;2071.4196;2;2;1035.71;154
21620;1;2071.4196;2;2;1035.71;154
15580;1;2071.4196;2;2;1035.71;154
27291;1;2071.4196;2;1;1035.71;154
25222;1;1000.4375;2;1;500.22;154
30040;2;939.588;2;1;469.79;154
30032;2;2472.3107;2;1;1236.16;154
29989;4;1344.252;4;2;336.06;154
29993;5;1772.4316;4;2;443.11;154
29853;685;311446.431;8;4;38930.8;154
29515;194;289165.2097;8;3;36145.65;154
29930;10;1938.9202;5;3;387.78;154
29946;251;153402.3663;8;4;19175.3;154
29990;7;3684.6387;6;3;614.11;154
29662;7;6417.1108;3;2;2139.04;154
29507;942;446013.535;8;4;55751.69;154
29988;32;21827.4207;8;2;2728.43;154
30074;928;458373.1887;8;4;57296.65;154
29680;86;61809.1325;8;3;7726.14;154
30012;27;11346.8814;7;2;1620.98;154
29885;593;387118.3508;8;4;48389.79;154
29961;125;70488.3601;10;3;7048.84;154
29892;129;101157.4306;9;4;11239.71;154
29703;1203;413054.8166;8;4;51631.85;154
30045;667;147784.2145;4;4;36946.05;154
29953;692;130949.0945;4;4;32737.27;154
29836;646;258976.681;4;4;64744.17;154
29667;203;47318.06785;4;4;11829.52;154
29876;50;19151.57;4;3;4787.89;154
30108;293;144602.5816;4;3;36150.65;154
29699;623;112263.7268;4;4;28065.93;154
30028;94;11739.8794;4;4;2934.97;154
30017;97;14603.1194;4;4;3650.78;154
29513;311;194423.137;4;4;48605.78;154
30044;676;141834.2702;4;4;35458.57;154
17769;1;2181.5625;2;2;1090.78;155
26922;1;782.99;2;1;391.5;155
21067;1;782.99;2;1;391.5;155
20912;1;782.99;3;3;261;155
27257;1;2071.4196;1;1;2071.42;155
15150;1;2049.0982;2;2;1024.55;155
19257;1;1000.4375;2;3;500.22;155
14412;1;1000.4375;2;1;500.22;155
17777;1;2443.35;2;2;1221.68;155
24178;1;2181.5625;2;3;1090.78;156
16288;1;2181.5625;2;2;1090.78;156
24168;1;2181.5625;2;2;1090.78;156
16273;1;2181.5625;2;2;1090.78;156
26795;1;782.99;2;3;391.5;156
17773;1;1000.4375;2;2;500.22;156
25121;1;1000.4375;2;2;500.22;156
17765;1;2181.5625;2;3;1090.78;157
13905;1;2181.5625;2;3;1090.78;157
24257;1;2181.5625;2;2;1090.78;157
17977;1;2181.5625;2;2;1090.78;157
15041;1;2071.4196;2;2;1035.71;157
15033;1;2071.4196;2;2;1035.71;157
27250;1;2071.4196;2;3;1035.71;157
13904;1;2181.5625;2;1;1090.78;158
24247;1;2181.5625;2;1;1090.78;158
17768;1;2181.5625;2;2;1090.78;158
15873;1;782.99;2;3;391.5;158
26918;1;782.99;2;3;391.5;158
15121;1;2071.4196;3;3;690.47;158
15133;1;2071.4196;3;2;690.47;158
15038;1;2049.0982;2;1;1024.55;158
15030;1;2071.4196;2;2;1035.71;158
24165;1;2443.35;2;2;1221.68;158
13897;1;2181.5625;2;2;1090.78;159
26919;1;782.99;2;2;391.5;159
15771;1;782.99;2;3;391.5;159
15134;1;2071.4196;3;2;690.47;159
27429;1;782.99;1;1;782.99;159
27205;1;2049.0982;1;1;2049.1;159
19283;1;1000.4375;2;2;500.22;159
17990;1;2181.5625;2;2;1090.78;160
19426;1;782.99;2;2;391.5;160
26920;1;782.99;2;2;391.5;160
15845;1;782.99;2;2;391.5;160
21053;1;782.99;2;2;391.5;160
15865;1;782.99;2;3;391.5;160
27227;1;2071.4196;1;1;2071.42;160
15037;1;2071.4196;2;2;1035.71;160
15028;1;2071.4196;2;2;1035.71;160
15182;1;2071.4196;2;1;1035.71;160
14413;1;1000.4375;2;2;500.22;160
19284;1;1000.4375;2;2;500.22;160
24161;1;2443.35;2;1;1221.68;160
24179;1;2443.35;2;2;1221.68;160
17893;1;2181.5625;2;1;1090.78;161
13907;1;2181.5625;2;2;1090.78;161
17764;1;2181.5625;2;2;1090.78;161
15844;1;782.99;2;2;391.5;161
15778;1;782.99;2;2;391.5;161
21044;1;782.99;2;2;391.5;161
17825;1;2181.5625;3;3;727.19;161
27256;1;2071.4196;1;1;2071.42;161
27235;1;2049.0982;1;1;2049.1;161
15209;1;2049.0982;2;3;1024.55;161
15040;1;2071.4196;2;2;1035.71;161
15135;1;2071.4196;2;2;1035.71;161
27114;1;2071.4196;2;2;1035.71;161
15042;1;2071.4196;2;2;1035.71;161
24176;1;2443.35;2;3;1221.68;161
17974;1;2181.5625;2;2;1090.78;162
16268;1;2181.5625;2;2;1090.78;162
24250;1;2181.5625;2;2;1090.78;162
26917;1;782.99;2;2;391.5;162
19441;1;782.99;2;2;391.5;162
27254;1;2049.0982;1;1;2049.1;162
27299;1;782.99;2;1;391.5;163
25113;1;1000.4375;2;3;500.22;163
14394;1;1000.4375;2;2;500.22;163
13898;1;2443.35;2;2;1221.68;163
17978;1;2181.5625;2;2;1090.78;164
15843;1;782.99;2;2;391.5;164
19447;1;782.99;2;2;391.5;164
15852;1;782.99;2;2;391.5;164
14385;1;1000.4375;2;2;500.22;164
19436;1;782.99;2;2;391.5;165
15781;1;782.99;2;3;391.5;165
17778;1;1000.4375;3;3;333.48;165
15178;1;2049.0982;2;3;1024.55;165
21613;1;2049.0982;2;2;1024.55;165
15184;1;2071.4196;2;2;1035.71;165
24164;1;2181.5625;2;3;1090.78;166
20874;1;782.99;2;2;391.5;166
19446;1;782.99;2;2;391.5;166
19434;1;782.99;2;2;391.5;166
27239;1;2071.4196;1;1;2071.42;166
12548;1;2049.0982;2;3;1024.55;166
24174;1;2443.35;2;1;1221.68;166
24252;1;2181.5625;2;3;1090.78;167
24169;1;2181.5625;2;2;1090.78;167
17972;1;2181.5625;2;2;1090.78;167
12624;1;2049.0982;2;2;1024.55;167
12853;1;2049.0982;2;2;1024.55;167
15036;1;2049.0982;2;2;1024.55;167
27117;1;2071.4196;2;2;1035.71;167
15170;1;2071.4196;2;1;1035.71;167
24251;1;2443.35;2;1;1221.68;167
24244;1;2443.35;2;2;1221.68;167
24166;1;2181.5625;2;3;1090.78;168
24271;1;2181.5625;2;2;1090.78;168
24172;1;2181.5625;2;2;1090.78;168
24175;1;2181.5625;2;2;1090.78;168
24242;1;2181.5625;2;2;1090.78;168
15842;1;782.99;2;2;391.5;168
26797;1;782.99;2;2;391.5;168
26923;1;782.99;2;1;391.5;168
17811;1;2181.5625;3;3;727.19;168
15151;1;2049.0982;2;1;1024.55;168
15044;1;2049.0982;2;3;1024.55;168
14414;1;1000.4375;2;3;500.22;168
14415;1;1000.4375;2;1;500.22;168
16412;1;2443.35;2;2;1221.68;168
12745;1;2071.4196;3;3;690.47;169
15127;1;2071.4196;3;2;690.47;169
19197;1;1000.4375;3;3;333.48;169
16404;1;2443.35;3;3;814.45;169
27206;1;2071.4196;1;1;2071.42;169
15035;1;2071.4196;2;1;1035.71;169
16289;1;2181.5625;2;2;1090.78;170
17784;1;2181.5625;2;2;1090.78;170
15841;1;782.99;2;2;391.5;170
15770;1;782.99;2;2;391.5;170
26924;1;782.99;2;2;391.5;170
27212;1;2071.4196;1;1;2071.42;170
15043;1;2071.4196;2;2;1035.71;170
14398;1;1000.4375;2;2;500.22;170
24162;1;2443.35;2;2;1221.68;170
18000;1;2443.35;2;2;1221.68;170
24270;1;2181.5625;2;3;1090.78;171
15129;1;2071.4196;3;2;690.47;171
